date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
3/15/2020 23:59,beth_pohan,,0,1,18,"omg they make cranberry wine. now i can fight the COVID19, a UTI, and my depression in 1 bottle!",,,,1.23934E+18,https://twitter.com/beth_pohan/status/1239340399996608517
3/15/2020 23:57,DocCoyle,,6,0,15,Chronic pain can lead to depression & combined with isolation can be a bad combo. Hopefully it breaks soon. I still may escape to catch a movie under heavy caution because a brother got needs.,,,,1.23934E+18,https://twitter.com/DocCoyle/status/1239340038023860224
3/15/2020 23:51,bahfonghoul,,1,1,4,The Greatest Generation and their families spent 4 years (at the tail-end of the Depression) sacrificing at home while we fought a war on two continents. You can probably honor your grandparents by not leaving your house much for the next 4-12 weeks.,,,,1.23934E+18,https://twitter.com/bahfonghoul/status/1239338361292304385
3/15/2020 23:48,Seanxsolo,,4,1,19,Just got punched in the face with depression wow I need kush and video games and hugs,,,,1.23934E+18,https://twitter.com/Seanxsolo/status/1239337831207776257
3/15/2020 23:47,rozierforthree,,0,1,1,Big time depression season,,,,1.23934E+18,https://twitter.com/rozierforthree/status/1239337463769792512
3/15/2020 23:45,RBelichick,thomaskaine5,0,0,0,How to cause the coming Depression sooner than death of a diabetic 80 y.o. https://twitter.com/thomaskaine5/status/1239315627170545670 …,,,,1.23934E+18,https://twitter.com/RBelichick/status/1239337056603521024
3/15/2020 23:43,LRMurphh,,0,0,6,Seasonal depression gonna turn into coronapocolypse depression,,,,1.23934E+18,https://twitter.com/LRMurphh/status/1239336395895967744
3/15/2020 23:43,__Alida,,0,0,1,I need baseball in my life to get me out this depression .,,,,1.23934E+18,https://twitter.com/__Alida/status/1239336367412383745
3/15/2020 23:43,van_essavan,Queenoftsiyon,0,0,0,Being able to pay the bills helps with depression.,,,,1.23934E+18,https://twitter.com/van_essavan/status/1239336361154375681
3/15/2020 23:41,DJJickster,4RacheleM,2,3,8,Looks like we are closing in on another Great Depression! https://twitter.com/4RacheleM/status/1239276054306586626 …,,,,1.23934E+18,https://twitter.com/DJJickster/status/1239335974200651783
3/15/2020 23:34,Leverich1991,Ravnik68,1,0,2,Hitting the greatest depression to own the libs,,,,1.23933E+18,https://twitter.com/Leverich1991/status/1239334158062755840
3/15/2020 23:33,michaelbikales,businessinsider,0,0,0,Soothe? Try spook! Hoping for a recession and not a depression.,,,,1.23933E+18,https://twitter.com/michaelbikales/status/1239334035459112961
3/15/2020 23:33,realcarlscott,,0,0,0,Normally the depression naps do the trick but today I feel worse.,,,,1.23933E+18,https://twitter.com/realcarlscott/status/1239333871675682819
3/15/2020 23:31,Eilandarts,,0,0,0,In our current show: Brave100 “Charlie’s Sweatshop” by Diane Phares Rose DeLucie is brave. She supported her large family during the depression and WW II by working as… https://www.instagram.com/p/B9xdaJbpIg0/?igshid=187l6wxmik2n0 …,,,,1.23933E+18,https://twitter.com/Eilandarts/status/1239333333634514944
3/15/2020 23:28,scotty_atx,,0,1,5,If everything’s gonna be closed soon imma have to stock up on a few bottles of vodka for my bunker (depression hole that is my room),,,,1.23933E+18,https://twitter.com/scotty_atx/status/1239332557604388864
3/15/2020 23:27,ieatfrogs11,,0,0,0,man... depression is fuckin’ rough man,,,,1.23933E+18,https://twitter.com/ieatfrogs11/status/1239332537207418880
3/15/2020 23:27,trutheresme,BarsottiKlb,1,0,1,This will bring out the worst in people. Depression will be at an all time high. Hopefully people will understanding of such.,,,,1.23933E+18,https://twitter.com/trutheresme/status/1239332493498683394
3/15/2020 23:24,katdiggity,,0,0,0,Agreed! Feeling depressed and anxious is totally normal and everyone experiences these emotions. However having depression and/or anxiety is a completely different thing and I think people interchange these terms way too often that they often lose their true meaning,,,,1.23933E+18,https://twitter.com/katdiggity/status/1239331588329984000
3/15/2020 23:21,turkovicelma,,4,24,136,Post trip depression is SO REAL pic.twitter.com/p6HSz3mkNg,,,,1.23933E+18,https://twitter.com/turkovicelma/status/1239330906671927296
3/15/2020 23:20,terrye_thorp,69hollywood78,0,0,0,"Love the pushups on the Bosu. I appreciate you and your never ending quest to get this information out there and encourage people to be aware, listen and check on each other #22aday #PTSD #suicide #depression #reachout #Umatterhttps://twitter.com/69hollywood78/status/1239264303519338496 …",,,#22aday #PTSD #suicide #depression #reachout #Umatterhttps,1.23933E+18,https://twitter.com/terrye_thorp/status/1239330596914106369
3/15/2020 23:14,lidialopinto,SaraCarterDC,2,0,8,My therapist prescribed I never watch #msm. Bad for depression/anxiety.,,,#msm,1.23933E+18,https://twitter.com/lidialopinto/status/1239329141226442753
