date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
3/15/2020 23:56,CindyLouuuu_,brideofbackwood,1,0,1,"nah fr, im bipolar asf.....i be cutting people off randomly https://twitter.com/brideofbackwood/status/1239336790189899778 …",,,,1.23934E+18,https://twitter.com/CindyLouuuu_/status/1239339840300290048
7/28/2020 20:47,GamesRedDeer,,27,172,426,PLAY & Let The Fun Begin Like + RT + Click https://www.reddeergames.com Did You see it? pic.twitter.com/45a6EF3ixr,,,,1.28821E+18,https://twitter.com/GamesRedDeer/status/1288214494167158784
3/15/2020 23:05,juliekennady,rcksprior,0,7,67,o tanto q eu faria esse homem de caráter duvidoso e beleza bipolar meu deus https://twitter.com/rcksprior/status/1239257988898095105 …,,,,1.23933E+18,https://twitter.com/juliekennady/status/1239326834023493632
3/15/2020 22:58,Iloronita,kafkabeetIe,1,0,0,but you’ve already contracted bipolar type d...,,,,1.23933E+18,https://twitter.com/Iloronita/status/1239325056011993089
3/15/2020 21:56,renegadezzz_,,0,0,1,I think I have the most bipolar playlist out there..,,,,1.23931E+18,https://twitter.com/renegadezzz_/status/1239309468631883776
3/15/2020 21:41,iJordan340,,0,0,0,Lmao bipolar shit,,,,1.23931E+18,https://twitter.com/iJordan340/status/1239305756056465408
3/15/2020 20:55,eliwitdafetti,,1,0,1,damn i must be bipolar fr cause im perfectly fine now lmao,,,,1.23929E+18,https://twitter.com/eliwitdafetti/status/1239294048592166914
3/15/2020 20:54,MttgEli,,0,1,0,Bipolar ass weather,,,,1.23929E+18,https://twitter.com/MttgEli/status/1239293900197519360
3/15/2020 20:37,pb302eastside,Bipolar_B,0,0,0,pic.twitter.com/fb258c2ms6,,,,1.23929E+18,https://twitter.com/pb302eastside/status/1239289516952821761
3/15/2020 20:22,pb302eastside,Bipolar_B,1,0,0,Lord finesse!!!!,,,,1.23929E+18,https://twitter.com/pb302eastside/status/1239285790057861130
3/15/2020 20:03,kunupapii,Sponsoredbyjeez,0,0,0,Yo! People know why they follow her and since she has it it means she’s worth it. Stop putting people down!,,,,1.23928E+18,https://twitter.com/kunupapii/status/1239280983158841344
3/15/2020 20:00,kunupapii,Sponsoredbyjeez,1,0,0,You mustn’t*,,,,1.23928E+18,https://twitter.com/kunupapii/status/1239280434262900736
3/15/2020 19:54,kunupapii,Sponsoredbyjeez,1,0,1,Lol. They nice man. Appreciate it. You must be horny to appreciate a great body,,,,1.23928E+18,https://twitter.com/kunupapii/status/1239278781375770624
3/15/2020 19:44,kunupapii,Sponsoredbyjeez,1,0,2,Bruv she’s right there in the mentions,,,,1.23928E+18,https://twitter.com/kunupapii/status/1239276207390121986
